,_id,ltable_ASIN,rtable_NID,ltable_NAME,ltable_INFO,rtable_NAME,rtable_INFO
750,750,B004U3MQQY,N82E16820231579,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1333  pc3 10600  laptop memory model f3-10600cl9d-8gbsq,5.9 x 5.1 x 0.4 inches 1.6 ounces 1.6 ounces     g.skill b004u3mqqy f3-10600cl9d-8gbsq 4.6 out of 5 stars march 28  2011 none none,g.skill 8gb 204-pin ddr3 so-dimm ddr3 1600  pc3 12800  laptop memory model f3-1600c11s-8gsq,f3-1600c11s-8gsq
751,751,B004U3MQQY,N82E16820231580,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1333  pc3 10600  laptop memory model f3-10600cl9d-8gbsq,5.9 x 5.1 x 0.4 inches 1.6 ounces 1.6 ounces     g.skill b004u3mqqy f3-10600cl9d-8gbsq 4.6 out of 5 stars march 28  2011 none none,g.skill 16gb  2 x 8g  204-pin ddr3 so-dimm ddr3 1600  pc3 12800  laptop memory model f3-1600c11d-16gsq,f3-1600c11d-16gsq
752,752,B004U3MQQY,N82E16820231581,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1333  pc3 10600  laptop memory model f3-10600cl9d-8gbsq,5.9 x 5.1 x 0.4 inches 1.6 ounces 1.6 ounces     g.skill b004u3mqqy f3-10600cl9d-8gbsq 4.6 out of 5 stars march 28  2011 none none,g.skill 8gb 204-pin ddr3 so-dimm ddr3 1600  pc3 12800  laptop memory model f3-1600c10s-8gsq,f3-1600c10s-8gsq
753,753,B004U3MQQY,N82E16820231692,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1333  pc3 10600  laptop memory model f3-10600cl9d-8gbsq,5.9 x 5.1 x 0.4 inches 1.6 ounces 1.6 ounces     g.skill b004u3mqqy f3-10600cl9d-8gbsq 4.6 out of 5 stars march 28  2011 none none,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3l 1333  pc3l 10666  laptop memory model f3-1333c9d-8gsl,f3-1333c9d-8gsl
754,754,B004U3MQQY,N82E16820231693,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1333  pc3 10600  laptop memory model f3-10600cl9d-8gbsq,5.9 x 5.1 x 0.4 inches 1.6 ounces 1.6 ounces     g.skill b004u3mqqy f3-10600cl9d-8gbsq 4.6 out of 5 stars march 28  2011 none none,g.skill 8gb 204-pin ddr3 so-dimm ddr3l 1333  pc3l 10600  laptop memory model f3-1333c9s-8gsl,f3-1333c9s-8gsl
755,755,B004U3MQQY,N82E16820231696,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1333  pc3 10600  laptop memory model f3-10600cl9d-8gbsq,5.9 x 5.1 x 0.4 inches 1.6 ounces 1.6 ounces     g.skill b004u3mqqy f3-10600cl9d-8gbsq 4.6 out of 5 stars march 28  2011 none none,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3l 1600  pc3l 12800  laptop memory model f3-1600c9d-8gsl,f3-1600c9d-8gsl
756,756,B004U3MQQY,N82E16820231698,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1333  pc3 10600  laptop memory model f3-10600cl9d-8gbsq,5.9 x 5.1 x 0.4 inches 1.6 ounces 1.6 ounces     g.skill b004u3mqqy f3-10600cl9d-8gbsq 4.6 out of 5 stars march 28  2011 none none,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3l 1600  pc3l 12800  laptop memory model f3-1600c11d-8gsl,f3-1600c11d-8gsl
757,757,B004U3MQQY,N82E16820231703,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1333  pc3 10600  laptop memory model f3-10600cl9d-8gbsq,5.9 x 5.1 x 0.4 inches 1.6 ounces 1.6 ounces     g.skill b004u3mqqy f3-10600cl9d-8gbsq 4.6 out of 5 stars march 28  2011 none none,g.skill ripjaws series 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3l 1600  pc3l 12800  laptop memory model f3-1600c9d-8grsl,f3-1600c9d-8grsl
758,758,B004U3MQQY,N82E16820231726,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1333  pc3 10600  laptop memory model f3-10600cl9d-8gbsq,5.9 x 5.1 x 0.4 inches 1.6 ounces 1.6 ounces     g.skill b004u3mqqy f3-10600cl9d-8gbsq 4.6 out of 5 stars march 28  2011 none none,g.skill ripjaws series 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3l 1600  pc3l 12800  laptop memory model f3-1600c11d-8grsl,f3-1600c11d-8grsl
759,759,B004U3MQQY,N82E16820231768,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1333  pc3 10600  laptop memory model f3-10600cl9d-8gbsq,5.9 x 5.1 x 0.4 inches 1.6 ounces 1.6 ounces     g.skill b004u3mqqy f3-10600cl9d-8gbsq 4.6 out of 5 stars march 28  2011 none none,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1333  pc3 10666  laptop memory model f3-1333c9d-8gsa,f3-1333c9d-8gsa
760,760,B004U7RUKM,9SIA0AJ2TS0303,new-laserjet p1606dn - hpljp1606dn,19.8 x 12.7 x 12.6 inches 19.9 pounds 19.9 pounds     b004u7rukm hpljp1606dn 0.0 out of 5 stars july 13  2011 none none,hp laserjet pro p1606dn workgroup up to 26 ppm monochrome laser printer,p1606dn
761,761,B004U7RUKM,9SIA6TP2P34917,new-laserjet p1606dn - hpljp1606dn,19.8 x 12.7 x 12.6 inches 19.9 pounds 19.9 pounds     b004u7rukm hpljp1606dn 0.0 out of 5 stars july 13  2011 none none,refurbished  hp laserjet pro p1606dn printer  ce749a ,p1606dn
762,762,B004UAK1Q4,9SIA8H531C4229,buffalo drivestation axis 3 tb usb 3.0 desktop hard drive - hd-lb3.0tu3,7.5 x 1.5 x 4.8 inches 2.1 pounds 2.9 pounds buffalo b004uak1q4 item can be shipped within u.s. this item is not eligible for international shipping. hd-lb3.0tu3 3.4 out of 5 stars march 29  2011 none none,buffalo drivestation ddr 3 tb usb 3.0 hard drive with ddr3 megacache accelerator  - hd-gd3.0u3,hd-gd3.0u3
763,763,B004V4HSCE,9SIA0AJ2MX3854,hp laserjet pro 100 color mfp m175nw,23.4 x 15.6 x 18.3 inches 38.5 pounds 41.4 pounds item can be shipped within u.s. this item is not eligible for international shipping. b004v4hsce ce866a 3.6 out of 5 stars april 4  2011 none none,hp laserjet pro 100 m175nw mfp up to 17 ppm up to 600 x 600 dpi color print quality color wireless 802.11b/g/n laser printer,m175nw
764,764,B004VC3NM0,9SIA43F1AM9297,dell latitude d630 + windows 7 notebook laptop computer,b004vc3nm0 4.0 out of 5 stars 3 pounds april 6  2011 14.1 inches 1.8 ghz intel core 2 duo 2 gb ddr2 sdram 80 gb intel integrated gma x3100 integrated 7010-01-521-9660 dell latitude d630 d630 pc windows 7  3 pounds 13 x 2 x 9 inches 13 x 2 x 9 inches intel 2 sdram,refurbished  dell latitude d620 wireless laptop notebook computer windows 7 pro,d620
765,765,B004VC3NM0,9SIA4RR1GP9961,dell latitude d630 + windows 7 notebook laptop computer,b004vc3nm0 4.0 out of 5 stars 3 pounds april 6  2011 14.1 inches 1.8 ghz intel core 2 duo 2 gb ddr2 sdram 80 gb intel integrated gma x3100 integrated 7010-01-521-9660 dell latitude d630 d630 pc windows 7  3 pounds 13 x 2 x 9 inches 13 x 2 x 9 inches intel 2 sdram,refurbished  dell latitude d630 intel core 2 duo 2000 mhz 60gig hdd 2048mb dvd/cdrw 14.0â€ widescreen lcd windows 7 professional 32 bit laptop notebook,latitude d630
766,766,B004VFJ9MK,9SIA6AH2152935,wd green 2 tb desktop hard drive  3.5 inch  sata iii  64 mb cache  wd20earx   old model ,5.8 x 4 x 1 inches 1.1 pounds 1.2 pounds western digital b004vfj9mk item can be shipped within u.s. this item is not eligible for international shipping. imported  thailand  wd20earx 7025-01-607-5559 4.2 out of 5 stars april 6  2011 none none,"western digital wd green wd20earx 2tb 64mb cache sata 6.0gb/s 3.5"" internal hard drive bare drive",wd20earx
767,767,B004W2JL2A,9SIA4RE2Z37673, old model  crucial m4 256gb 2.5-inch  9.5mm  sata 6gb/s solid state drive ct256m4ssd2,b004w2jl2a 4.3 out of 5 stars 4.2 ounces     april 22  2011 2.5 inches 256 gb crucial ct256m4ssd2 windows 2.7 ounces 4 x 2.8 x 0.4 inches 3.96 x 2.75 x 0.37 inches grey 256 serial ata-600,"crucial m4 2.5"" 256gb sata iii mlc internal solid state drive  ssd  ct256m4ssd2",ct256m4ssd2
768,768,B004W2JL84,9SIA4RE2Z37673,crucial m4 256gb 2.5-inch solid state drive sata 6gb/s with data transfer kit ct256m4ssd2cca,b004w2jl84 4.3 out of 5 stars 8.5 ounces amazon only ships this item within the contiguous 48 united states. other sellers on amazon may ship this item to alaska  hawaii and us territories. this item is not eligible for international shipping. april 22  2011 256 gb crucial ct256m4ssd2cca pc  mac 2.7 ounces 0.3 x 2.8 x 4 inches 0.28 x 2.75 x 3.95 inches grey 256,"crucial m4 2.5"" 256gb sata iii mlc internal solid state drive  ssd  ct256m4ssd2",ct256m4ssd2
769,769,B004WNZVLE,9SIA6393KD8050,amd phenom ii x4 820 2.8ghz 4x512kb l2/4mb l3 socket am3 quad-core cpu,4 x 3 x 2 inches 25 pounds 1.2 pounds     amd b004wnzvle imported  malaysia  dx 4320-2e lithium metal batteries required. 3.4 out of 5 stars may 12  2011 none none,refurbished  amd phenom ii x4 925 2.8ghz quad-core processor 95w socket am3 desktop cpu,x4 925
770,770,B004WO17UC,N82E16811146068,nzxt phantom atx full tower computer case  black and green  phan-002gr ,24.6 x 8.8 x 21.3 inches 27.8 pounds 27.8 pounds     b004wo17uc phan-002gr 4.2 out of 5 stars april 15  2011 none none,nzxt phantom phan-001bk black steel / plastic enthusiast atx full tower computer case,phan-001bk
771,771,B004WZVO68,9SIA7HN5AC1884,maxell amp-b amplified heavy bass headphone - blue  190265 ,7.8 x 9.5 x 3 inches 9.6 ounces 8 ounces     unisex-adult maxell b004wzvo68 made in usa or imported 190265 4.2 out of 5 stars may 10  2011 none none,maxell 190265 3.5mm connector supra-aural amp-b amplified heavy bass headphone  blue ,190265
772,772,B004XM5TK2,9SIAAXT4V58634,swiftech mcp35x 12 vdc pump,5.9 x 3.9 x 5 inches 13.1 ounces 13.1 ounces     swiftech b004xm5tk2 mcp35x 4.0 out of 5 stars july 21  2014 none none,swiftech mcp355 12 vdc pump,mcp355
773,773,B004Y4XVOK,9SIA0AJ1DB1575,creative wp-350 wireless bluetooth headphones with invisible mic,7.7 x 2.5 x 8.2 inches 12.6 ounces 2.4 pounds creative labs b004y4xvok imported  china  51ef0490aa002 1 lithium ion batteries required.  included  4.0 out of 5 stars april 27  2011 none none,refurbished  creative bluetooth wireless headphones with invisible mic - wp-350,wp-350
774,774,B004YAGA56,9SIABFS59N8279,foxconn a76ml-k 3.0 socket am3 amd 760g ddr3 a&v&gbe matx motherboard,9.6 x 8.4 x 2.2 inches 2 pounds 2 pounds currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. b004yaga56 a76ml-k 3.0 3.3 out of 5 stars april 28  2011 none none,foxconn a76ml-k 3.0 am3 amd 760g + sb710 micro atx amd motherboard,a76ml-k 3.0
775,775,B004YPJR06,9SIA7HN50K5880,gear head 3 button optical mouse  om3400u ,5.8 x 3.1 x 8.2 inches 4.6 ounces 9.1 ounces     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. b004ypjr06 om3400u 2.2 out of 5 stars april 30  2011 none none,gear head mouse,om3400u
776,776,B004Z57WKW,9SIA7WM39R9273,soul by ludacris sl49 ultra dynamic in-ear headphones  discontinued by manufacturer ,7 x 5 x 2.7 inches 6.4 ounces 6.4 ounces     soul b004z57wkw imported  china  sl49 3.2 out of 5 stars may 4  2011 none none,soul by ludacris sl49 in-ear ultra dynamic headphone,sl49
777,777,B004ZLV1IA,9SIA7GA2MN4944,sennheiser mx 365 earphones - red,b004zlv1ia 3.8 out of 5 stars 1.4 ounces     july 15  2011 mx 365 red 1.4 ounces 1.9 x 1 x 6.9 inches china mx 365 red ..stereo red 1 android-phone-control  ios-phone-control no no none,sennheiser mx365 in-ear headphone-red,mx 365
778,778,B0050119O0,N82E16820231468,gskill ripjaws x f3-17000cl11d-8gbxl 8gb  2x4gb  ddr3-2133mhz desktop ram memory,5.9 x 3.9 x 0.8 inches 0.3 ounces 0.3 ounces     g.skill b0050119o0 f3-17000cl11d-8gbxl 4.6 out of 5 stars may 19  2011 none none,g.skill ripjaws x series 8gb  2 x 4gb  240-pin ddr3 sdram ddr3 2133  pc3 17000  desktop memory model f3-17000cl11d-8gbxl,f3-17000cl11d-8gbxl
779,779,B00501PZ7C,9SIA85V3R95254,scythe kozuti low profile cpu cooler for lga 1366/1156/1155/775 and socket am3/am2+/am2  sckzt-1000 ,b00501pz7c 3.8 out of 5 stars 12.8 ounces     item can be shipped within u.s. this item is not eligible for international shipping. may 9  2011 scythe sckzt-1000 8.8 ounces 4.3 x 4.1 x 1.6 inches 4.33 x 4.06 x 1.58 inches none,scythe sckzt-1000 80mm kozuti cpu cooler,sckzt-1000
780,780,B005058AHU,9SIA1N82853897,microsoft compact optical mouse 500 for business - black,11.8 x 10.9 x 9.2 inches 4.8 ounces 5.6 ounces     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. b005058ahu 4hh-00001 4.3 out of 5 stars may 3  2011 none none,microsoft compact optical mouse 500,u81-00009
781,781,B0050SPZMK,N82E16826125162,kensington orbit wireless trackball mouse  k72352us ,2 x 7 x 6 inches 9.6 ounces 2.8 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. b0050spzmk k72352us 2 aa batteries required.  included  3.7 out of 5 stars march 30  2011 none none,kensington  k72352us black rf wireless orbit mobile trackball,k72352us
782,782,B0051MQM0E,9SIA24G1S88528,micronet fantom gforce/3 gf3b2000u64 2tb  usb 3.0 64mb buffer external hard drive  aluminum enclosure,b0051mqm0e 4.0 out of 5 stars 3.3 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. may 19  2011 2 tb 1 fantom drives gf3b2000u64 pc mac 3.7 pounds 10.2 x 9 x 3.4 inches 10.2 x 9 x 3.4 inches brushed black,fantom gforce/3  2tb usb 3.0 aluminum desktop external hard drive gf3b2000u64 black,gf3b2000u64
783,783,B0051MQM0E,9SIA6ZP3K21674,micronet fantom gforce/3 gf3b2000u64 2tb  usb 3.0 64mb buffer external hard drive  aluminum enclosure,b0051mqm0e 4.0 out of 5 stars 3.3 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. may 19  2011 2 tb 1 fantom drives gf3b2000u64 pc mac 3.7 pounds 10.2 x 9 x 3.4 inches 10.2 x 9 x 3.4 inches brushed black,fantom drives gforce/3 2tb usb 3.0 aluminum desktop external hard drive  gf3b2000u black,gf3b2000u
784,784,B0051QQJ44,9SIA3912D88094,apevia x-trooper x-trp-gn atx mid tower gaming case with 5 fans  large green tinted side window  top 2 x usb3.0/2 x usb2.0/1 x esata/2 x hd audio ports- green,b0051qqj44 4.1 out of 5 stars 15.6 pounds     may 19  2011 4 apevia x-trp-gn 17 pounds 19.5 x 7.5 x 18.8 inches 19.5 x 7.5 x 18.75 inches green 1,apevia x-trooper series x-trp-gn black/green steel atx mid tower computer case,x-trp-gn
785,785,B0052L77SA,9SIA0AJ1064057,wd elements se portable 1 tb usb 3.0 external hard drive - wdbpck0010bbk-nesn,5 x 3.1 x 0.6 inches 7 ounces 4.8 ounces western digital b0052l77sa imported wdbpck0010bbk-nesn 4.4 out of 5 stars august 29  2011 none none,wd elements 500gb usb 3.0 portable hard drive,wdbpck5000abk-nesn
786,786,B0052L77SA,9SIA0AJ25B3476,wd elements se portable 1 tb usb 3.0 external hard drive - wdbpck0010bbk-nesn,5 x 3.1 x 0.6 inches 7 ounces 4.8 ounces western digital b0052l77sa imported wdbpck0010bbk-nesn 4.4 out of 5 stars august 29  2011 none none,wd 1tb elements se portable hard drive usb 3.0 model wdbpck0010bbk-nesn,wdbpck0010bbk-nesn
787,787,B0052L77SA,9SIA4P01PE9175,wd elements se portable 1 tb usb 3.0 external hard drive - wdbpck0010bbk-nesn,5 x 3.1 x 0.6 inches 7 ounces 4.8 ounces western digital b0052l77sa imported wdbpck0010bbk-nesn 4.4 out of 5 stars august 29  2011 none none,wd 1tb elements portable external hard drive - usb 3.0 - wdbuzg0010bbk-nesn,wdbuzg0010bbk-nesn
788,788,B0052L77SA,9SIA4P01PE9246,wd elements se portable 1 tb usb 3.0 external hard drive - wdbpck0010bbk-nesn,5 x 3.1 x 0.6 inches 7 ounces 4.8 ounces western digital b0052l77sa imported wdbpck0010bbk-nesn 4.4 out of 5 stars august 29  2011 none none,wd 2tb elements portable external hard drive - usb 3.0 - wdbu6y0020bbk-nesn,wdbu6y0020bbk-nesn
789,789,B0052L77SA,9SIA4T01GT7464,wd elements se portable 1 tb usb 3.0 external hard drive - wdbpck0010bbk-nesn,5 x 3.1 x 0.6 inches 7 ounces 4.8 ounces western digital b0052l77sa imported wdbpck0010bbk-nesn 4.4 out of 5 stars august 29  2011 none none,wd 500gb elements portable external hard drive - usb 3.0 - wdbuzg5000abk-nesn,wdbuzg5000abk-nesn
790,790,B0052L77SA,9SIA4T01GV1286,wd elements se portable 1 tb usb 3.0 external hard drive - wdbpck0010bbk-nesn,5 x 3.1 x 0.6 inches 7 ounces 4.8 ounces western digital b0052l77sa imported wdbpck0010bbk-nesn 4.4 out of 5 stars august 29  2011 none none,wd 1.5tb elements portable external hard drive - usb 3.0 - wdbu6y0015bbk-nesn,wdbu6y0015bbk-nesn
791,791,B0052L77SA,N82E16822235092,wd elements se portable 1 tb usb 3.0 external hard drive - wdbpck0010bbk-nesn,5 x 3.1 x 0.6 inches 7 ounces 4.8 ounces western digital b0052l77sa imported wdbpck0010bbk-nesn 4.4 out of 5 stars august 29  2011 none none,refurbished  wd 1tb elements portable external hard drive - usb 3.0 - wdbuzg0010bbk  certified refurbished ,wdbuzg0010bbk
792,792,B00545BZOG,9SIA1N83VF6962,gigabyte ga-990fxa-ud3 am3+ amd 990fx sata 6gb/s usb 3.0 atx amd motherboard,13 x 11 x 3 inches 2.2 pounds 3.3 pounds     b00545bzog ga-990fxa-ud3 3.9 out of 5 stars may 11  2011 none none,gigabyte ga-970a-ds3p  rev. 2.0  am3+ amd 970 sata 6gb/s usb 3.0 atx amd motherboard,ga-970a-ds3p  rev. 2.0 
793,793,B00545BZOG,9SIA24G3RH4611,gigabyte ga-990fxa-ud3 am3+ amd 990fx sata 6gb/s usb 3.0 atx amd motherboard,13 x 11 x 3 inches 2.2 pounds 3.3 pounds     b00545bzog ga-990fxa-ud3 3.9 out of 5 stars may 11  2011 none none,gigabyte ga-f2a68hm-hd2 fm2+ amd a68h sata 6gb/s usb 3.0 hdmi micro atx amd motherboard,ga-f2a68hm-hd2
794,794,B00545BZOG,9SIA6ZP3R86704,gigabyte ga-990fxa-ud3 am3+ amd 990fx sata 6gb/s usb 3.0 atx amd motherboard,13 x 11 x 3 inches 2.2 pounds 3.3 pounds     b00545bzog ga-990fxa-ud3 3.9 out of 5 stars may 11  2011 none none,gigabyte ga-990fxa-ud3 r5  rev. 1.0  am3+/am3 amd 990fx sata 6gb/s usb 3.0 atx amd motherboard,ga-990fxa-ud3 r5  rev. 1.0 
795,795,B00545BZOG,9SIA6ZP3SY2959,gigabyte ga-990fxa-ud3 am3+ amd 990fx sata 6gb/s usb 3.0 atx amd motherboard,13 x 11 x 3 inches 2.2 pounds 3.3 pounds     b00545bzog ga-990fxa-ud3 3.9 out of 5 stars may 11  2011 none none,gigabyte ga-990fx-gaming am3+ amd 990fx sata 6gb/s usb 3.1 usb 3.0 atx amd motherboard,ga-990fx-gaming
796,796,B00545BZOG,9SIA85V4RS1533,gigabyte ga-990fxa-ud3 am3+ amd 990fx sata 6gb/s usb 3.0 atx amd motherboard,13 x 11 x 3 inches 2.2 pounds 3.3 pounds     b00545bzog ga-990fxa-ud3 3.9 out of 5 stars may 11  2011 none none,gigabyte ga-970a-ud3p  rev. 2.0  am3+/am3 amd 970 sata 6gb/s usb 3.0 atx amd motherboard,ga-970a-ud3p  rev. 2.0 
797,797,B00545BZOG,9SIA85V50Y2166,gigabyte ga-990fxa-ud3 am3+ amd 990fx sata 6gb/s usb 3.0 atx amd motherboard,13 x 11 x 3 inches 2.2 pounds 3.3 pounds     b00545bzog ga-990fxa-ud3 3.9 out of 5 stars may 11  2011 none none,gigabyte ga-f2a68hm-ds2h fm2+ amd a68h sata 6gb/s usb 3.0 hdmi micro atx amd motherboard,ga-f2a68hm-ds2h
798,798,B00545BZOG,N82E16813128602R,gigabyte ga-990fxa-ud3 am3+ amd 990fx sata 6gb/s usb 3.0 atx amd motherboard,13 x 11 x 3 inches 2.2 pounds 3.3 pounds     b00545bzog ga-990fxa-ud3 3.9 out of 5 stars may 11  2011 none none,open box  gigabyte ga-970a-ds3p  rev. 2.0  am3+ amd 970 sata 6gb/s usb 3.0 atx amd motherboard,ga-970a-ds3p  rev. 2.0 
799,799,B00545BZOG,N82E16813128627,gigabyte ga-990fxa-ud3 am3+ amd 990fx sata 6gb/s usb 3.0 atx amd motherboard,13 x 11 x 3 inches 2.2 pounds 3.3 pounds     b00545bzog ga-990fxa-ud3 3.9 out of 5 stars may 11  2011 none none,gigabyte ga-970a-d3p am3+/am3 amd 970 sata 6gb/s usb 3.0 atx amd motherboard,ga-970a-d3p
800,800,B00545BZOG,N82E16813128696,gigabyte ga-990fxa-ud3 am3+ amd 990fx sata 6gb/s usb 3.0 atx amd motherboard,13 x 11 x 3 inches 2.2 pounds 3.3 pounds     b00545bzog ga-990fxa-ud3 3.9 out of 5 stars may 11  2011 none none,gigabyte ga-am1m-s2h am1 sata 6gb/s usb 3.0 hdmi micro atx amd motherboard,ga-am1m-s2h
801,801,B00545BZOG,N82E16813128763,gigabyte ga-990fxa-ud3 am3+ amd 990fx sata 6gb/s usb 3.0 atx amd motherboard,13 x 11 x 3 inches 2.2 pounds 3.3 pounds     b00545bzog ga-990fxa-ud3 3.9 out of 5 stars may 11  2011 none none,gigabyte ga-f2a68hm-h fm2+ amd a68h sata 6gb/s usb 3.0 hdmi micro atx amd motherboard,ga-f2a68hm-h
802,802,B00545BZOG,N82E16813128817R,gigabyte ga-990fxa-ud3 am3+ amd 990fx sata 6gb/s usb 3.0 atx amd motherboard,13 x 11 x 3 inches 2.2 pounds 3.3 pounds     b00545bzog ga-990fxa-ud3 3.9 out of 5 stars may 11  2011 none none,open box  gigabyte ga-990fxa-ud5 r5  rev. 1.0  am3+ amd 990fx sata 6gb/s usb 3.0 atx amd motherboard,ga-990fxa-ud5 r5  rev. 1.0 
